NodeType: Protein | FullName: Amino acid transporter heavy chain SLC3A1 | EntryName: SLC31_HUMAN | ProteinId: Q07837
NodeType: Protein | FullName: Putative uncharacterized protein PRO2829 | EntryName: YN010_HUMAN | ProteinId: Q9P1C3
NodeType: Protein | FullName: Putative transmembrane protein FLJ36131 | EntryName: YO010_HUMAN | ProteinId: Q8N9W7
NodeType: Protein | FullName: Putative transmembrane protein ENSP00000320207 | EntryName: YO011_HUMAN | ProteinId: A6NDX4
NodeType: Protein | FullName: Putative uncharacterized protein FLJ46792 | EntryName: YO026_HUMAN | ProteinId: Q6ZQY7
NodeType: Protein | FullName: Putative uncharacterized protein FLJ45275, mitochondrial | EntryName: YO027_HUMAN | ProteinId: Q6ZSR3
NodeType: Protein | FullName: Putative uncharacterized protein LOC100506887 | EntryName: YO028_HUMAN | ProteinId: Q96MF0
NodeType: Protein | FullName: Putative uncharacterized protein UNQ9370/PRO34162 | EntryName: YO001_HUMAN | ProteinId: Q6UXP9
NodeType: Protein | FullName: Putative uncharacterized protein UNQ6190/PRO20217 | EntryName: YO002_HUMAN | ProteinId: Q6UXQ8
NodeType: Protein | FullName: Putative uncharacterized protein DKFZp434L187 | EntryName: YO007_HUMAN | ProteinId: Q9UFV3
NodeType: Protein | FullName: Putative uncharacterized protein FLJ32790 | EntryName: YP010_HUMAN | ProteinId: Q96M66
NodeType: Protein | FullName: Putative uncharacterized protein LOC400499 | EntryName: YP015_HUMAN | ProteinId: Q6ZTK2
NodeType: Protein | FullName: Putative uncharacterized protein MGC34800 | EntryName: YP021_HUMAN | ProteinId: Q8N6K4
NodeType: Protein | FullName: Putative uncharacterized protein FLJ34945 | EntryName: YP023_HUMAN | ProteinId: Q8NAQ8
NodeType: Protein | FullName: Putative uncharacterized protein FLJ46214 | EntryName: YP029_HUMAN | ProteinId: Q6ZRN7
NodeType: Protein | FullName: Putative uncharacterized protein FLJ42384 | EntryName: YP033_HUMAN | ProteinId: Q6ZVL8
NodeType: Protein | FullName: Putative uncharacterized protein PRO0461 | EntryName: YP002_HUMAN | ProteinId: Q9UI25
NodeType: Protein | FullName: Putative uncharacterized protein FLJ45256 | EntryName: YP007_HUMAN | ProteinId: Q6ZSR6
NodeType: Protein | FullName: Putative uncharacterized protein PRO2289 | EntryName: YP008_HUMAN | ProteinId: Q9P1D8
NodeType: Protein | FullName: Protein yippee-like 4 | EntryName: YPEL4_HUMAN | ProteinId: Q96NS1
NodeType: Protein | FullName: Protein yippee-like 1 | EntryName: YPEL1_HUMAN | ProteinId: O60688
NodeType: Protein | FullName: Protein yippee-like 5 | EntryName: YPEL5_HUMAN | ProteinId: P62699
NodeType: Protein | FullName: Protein yippee-like 2 | EntryName: YPEL2_HUMAN | ProteinId: Q96QA6
NodeType: Protein | FullName: Protein yippee-like 3 | EntryName: YPEL3_HUMAN | ProteinId: P61236
NodeType: Protein | FullName: Putative uncharacterized protein FLJ43944 | EntryName: YQ015_HUMAN | ProteinId: Q6ZRG5
NodeType: Protein | FullName: Putative uncharacterized protein FLJ46089 | EntryName: YQ032_HUMAN | ProteinId: Q6ZRU5
NodeType: Protein | FullName: Putative uncharacterized protein FLJ38767 | EntryName: YQ037_HUMAN | ProteinId: A8MZ25
NodeType: Protein | FullName: Putative uncharacterized protein ENSP00000381562 | EntryName: YQ047_HUMAN | ProteinId: A8MU10
NodeType: Protein | FullName: Putative uncharacterized protein ENSP00000381830 | EntryName: YQ048_HUMAN | ProteinId: A8MUN3
NodeType: Protein | FullName: Putative uncharacterized protein FLJ45831 | EntryName: YQ050_HUMAN | ProteinId: Q6ZS49
NodeType: Protein | FullName: Threonylcarbamoyl-AMP synthase | EntryName: YRDC_HUMAN | ProteinId: Q86U90
NodeType: Protein | FullName: Putative uncharacterized protein UNQ6493/PRO21345 | EntryName: YS001_HUMAN | ProteinId: Q6UXR8
NodeType: Protein | FullName: Putative uncharacterized protein UNQ9165/PRO28630 | EntryName: YS002_HUMAN | ProteinId: Q6UXU0
NodeType: Protein | FullName: Putative uncharacterized protein PP6455 | EntryName: YS006_HUMAN | ProteinId: Q8WZ26
NodeType: Protein | FullName: Putative uncharacterized protein LOC400692 | EntryName: YS014_HUMAN | ProteinId: Q8N3U1
NodeType: Protein | FullName: Putative uncharacterized protein FLJ45684 | EntryName: YS025_HUMAN | ProteinId: Q6ZSA8
NodeType: Protein | FullName: Putative uncharacterized protein FLJ26174 | EntryName: YS039_HUMAN | ProteinId: Q6ZPA2
NodeType: Protein | FullName: Putative uncharacterized protein LOC100128429 | EntryName: YS043_HUMAN | ProteinId: Q6ZWC4
NodeType: Protein | FullName: Putative uncharacterized protein FLJ42213 | EntryName: YS045_HUMAN | ProteinId: Q6ZVQ6
NodeType: Protein | FullName: Putative uncharacterized protein PRO0628 | EntryName: YT001_HUMAN | ProteinId: Q9UI54
NodeType: Protein | FullName: Putative uncharacterized protein FLJ44790 | EntryName: YT009_HUMAN | ProteinId: Q6ZTC4
NodeType: Protein | FullName: Putative uncharacterized protein MGC163334 | EntryName: YT011_HUMAN | ProteinId: Q5W150
NodeType: Protein | FullName: Putative uncharacterized protein FLJ40606 | EntryName: YT014_HUMAN | ProteinId: P0C880
NodeType: Protein | FullName: YTH domain-containing protein 1 | EntryName: YTDC1_HUMAN | ProteinId: Q96MU7
NodeType: Protein | FullName: YTH domain-containing family protein 3 | EntryName: YTHD3_HUMAN | ProteinId: Q7Z739
NodeType: Protein | FullName: 3'-5' RNA helicase YTHDC2 | EntryName: YTDC2_HUMAN | ProteinId: Q9H6S0
NodeType: Protein | FullName: YTH domain-containing family protein 1 | EntryName: YTHD1_HUMAN | ProteinId: Q9BYJ9
NodeType: Protein | FullName: YTH domain-containing family protein 2 | EntryName: YTHD2_HUMAN | ProteinId: Q9Y5A9
NodeType: Protein | FullName: Uncharacterized protein FLJ46757 | EntryName: YU004_HUMAN | ProteinId: Q6ZR03
NodeType: Protein | FullName: Putative uncharacterized protein ENSP00000383407 | EntryName: YU005_HUMAN | ProteinId: A8MT66
NodeType: Protein | FullName: Putative uncharacterized protein ENSP00000401716 | EntryName: YU008_HUMAN | ProteinId: A8MWP4
NodeType: Protein | FullName: Putative uncharacterized protein FLJ23865 | EntryName: YV004_HUMAN | ProteinId: Q8TCH9
NodeType: Protein | FullName: Putative uncharacterized protein FLJ36925 | EntryName: YV006_HUMAN | ProteinId: Q8N9L7
NodeType: Protein | FullName: Putative uncharacterized protein MGC15705 | EntryName: YV007_HUMAN | ProteinId: Q96IR3
NodeType: Protein | FullName: Putative uncharacterized protein FLJ32756 | EntryName: YV008_HUMAN | ProteinId: Q96M85
NodeType: Protein | FullName: Uncharacterized protein UNQ6126/PRO20091 | EntryName: YV010_HUMAN | ProteinId: Q6UXV3
NodeType: Protein | FullName: Putative uncharacterized protein DKFZp434K191 | EntryName: YV018_HUMAN | ProteinId: Q5BKY6
NodeType: Protein | FullName: Putative uncharacterized protein LOC388882 | EntryName: YV020_HUMAN | ProteinId: Q8N402
NodeType: Protein | FullName: Putative uncharacterized protein ENSP00000383309 | EntryName: YV023_HUMAN | ProteinId: A8MUU9
NodeType: Protein | FullName: Putative uncharacterized protein LOC642776 | EntryName: YX002_HUMAN | ProteinId: Q9BTK2
NodeType: Protein | FullName: Putative uncharacterized protein FLJ39060 | EntryName: YX004_HUMAN | ProteinId: Q8N8P6
NodeType: Protein | FullName: Zinc finger protein 280C | EntryName: Z280C_HUMAN | ProteinId: Q8ND82
NodeType: Protein | FullName: Zinc finger protein 385B | EntryName: Z385B_HUMAN | ProteinId: Q569K4
NodeType: Protein | FullName: Zinc finger protein 280D | EntryName: Z280D_HUMAN | ProteinId: Q6N043
NodeType: Protein | FullName: YY1-associated protein 1 | EntryName: YYAP1_HUMAN | ProteinId: Q9H869
NodeType: Protein | FullName: Zinc finger protein 280A | EntryName: Z280A_HUMAN | ProteinId: P59817
NodeType: Protein | FullName: Zinc finger protein 585B | EntryName: Z585B_HUMAN | ProteinId: Q52M93
NodeType: Protein | FullName: Zinc finger protein 385C | EntryName: Z385C_HUMAN | ProteinId: Q66K41
NodeType: Protein | FullName: Zinc finger protein 280B | EntryName: Z280B_HUMAN | ProteinId: Q86YH2
NodeType: Protein | FullName: Zinc finger protein 804B | EntryName: Z804B_HUMAN | ProteinId: A4D1E1
NodeType: Protein | FullName: Zinc finger protein 286A | EntryName: Z286A_HUMAN | ProteinId: Q9HBT8
NodeType: Protein | FullName: Zinc finger protein 385D | EntryName: Z385D_HUMAN | ProteinId: Q9H6B1
NodeType: Protein | FullName: Putative zinc finger protein 876 | EntryName: Z876P_HUMAN | ProteinId: Q49A33
NodeType: Protein | FullName: Zinc finger protein 587B | EntryName: Z587B_HUMAN | ProteinId: E7ETH6
NodeType: Protein | FullName: Putative zinc finger protein 286B | EntryName: Z286B_HUMAN | ProteinId: P0CG31
NodeType: Protein | FullName: Zinc finger protein 324A | EntryName: Z324A_HUMAN | ProteinId: O75467
NodeType: Protein | FullName: Zinc finger CCCH domain-containing protein 7A | EntryName: Z3H7A_HUMAN | ProteinId: Q8IWR0
NodeType: Protein | FullName: Zinc finger protein 324B | EntryName: Z324B_HUMAN | ProteinId: Q6AW86
NodeType: Protein | FullName: Zinc finger protein 658B | EntryName: Z658B_HUMAN | ProteinId: Q4V348
NodeType: Protein | FullName: Zinc finger protein 354A | EntryName: Z354A_HUMAN | ProteinId: O60765
NodeType: Protein | FullName: Zinc finger CCCH domain-containing protein 7B | EntryName: Z3H7B_HUMAN | ProteinId: Q9UGR2
NodeType: Protein | FullName: Tyrosine-protein kinase ZAP-70 | EntryName: ZAP70_HUMAN | ProteinId: P43403
NodeType: Protein | FullName: Zinc-alpha-2-glycoprotein | EntryName: ZA2G_HUMAN | ProteinId: P25311
NodeType: Protein | FullName: Zinc finger protein 512B | EntryName: Z512B_HUMAN | ProteinId: Q96KM6
NodeType: Protein | FullName: Zinc finger protein 354B | EntryName: Z354B_HUMAN | ProteinId: Q96LW1
NodeType: Protein | FullName: Zinc finger protein 705A | EntryName: Z705A_HUMAN | ProteinId: Q6ZN79
NodeType: Protein | FullName: Putative zinc finger protein 705B | EntryName: Z705B_HUMAN | ProteinId: P0CI00
NodeType: Protein | FullName: Zinc finger protein 518A | EntryName: Z518A_HUMAN | ProteinId: Q6AHZ1
NodeType: Protein | FullName: Zinc finger protein 705D | EntryName: Z705D_HUMAN | ProteinId: P0CH99
NodeType: Protein | FullName: Putative zinc finger protein 705EP | EntryName: Z705E_HUMAN | ProteinId: A8MWA4
NodeType: Protein | FullName: Zinc finger protein 354C | EntryName: Z354C_HUMAN | ProteinId: Q86Y25
NodeType: Protein | FullName: Putative zinc finger protein 705G | EntryName: Z705G_HUMAN | ProteinId: A8MUZ8
NodeType: Protein | FullName: Ligand-gated cation channel ZACN | EntryName: ZACN_HUMAN | ProteinId: Q401N2
NodeType: Protein | FullName: Zinc finger protein 780A | EntryName: Z780A_HUMAN | ProteinId: O75290
NodeType: Protein | FullName: Zinc finger protein 518B | EntryName: Z518B_HUMAN | ProteinId: Q9C0D4
NodeType: Protein | FullName: Zinc finger protein 780B | EntryName: Z780B_HUMAN | ProteinId: Q9Y6R6
NodeType: Protein | FullName: Putative zinc finger protein 355P | EntryName: Z355P_HUMAN | ProteinId: Q9NSJ1
NodeType: Protein | FullName: Zinc finger protein 804A | EntryName: Z804A_HUMAN | ProteinId: Q7Z570
NodeType: Protein | FullName: Zinc finger protein 585A | EntryName: Z585A_HUMAN | ProteinId: Q6P3V2
NodeType: Protein | FullName: Zinc finger protein 385A | EntryName: Z385A_HUMAN | ProteinId: Q96PM9
NodeType: Protein | FullName: Zonadhesin | EntryName: ZAN_HUMAN | ProteinId: Q9Y493
NodeType: Protein | FullName: Protein ZAR1-like | EntryName: ZAR1L_HUMAN | ProteinId: A6NP61
NodeType: Protein | FullName: Zygote arrest protein 1 | EntryName: ZAR1_HUMAN | ProteinId: Q86SH2
NodeType: Protein | FullName: Putative protein ZBED10P | EntryName: ZB10P_HUMAN | ProteinId: Q96FA7
NodeType: Protein | FullName: E3 SUMO-protein ligase ZBED1 | EntryName: ZBED1_HUMAN | ProteinId: O96006
NodeType: Protein | FullName: Zinc finger BED domain-containing protein 2 | EntryName: ZBED2_HUMAN | ProteinId: Q9BTP6
NodeType: Protein | FullName: Zinc finger and BTB domain-containing protein 14 | EntryName: ZBT14_HUMAN | ProteinId: O43829
NodeType: Protein | FullName: Zinc finger BED domain-containing protein 3 | EntryName: ZBED3_HUMAN | ProteinId: Q96IU2
NodeType: Protein | FullName: Zinc finger and BTB domain-containing protein 24 | EntryName: ZBT24_HUMAN | ProteinId: O43167
NodeType: Protein | FullName: Zinc finger and BTB domain-containing protein 7C | EntryName: ZBT7C_HUMAN | ProteinId: A1YPR0
NodeType: Protein | FullName: Zinc finger B-box domain-containing protein 1 | EntryName: ZBBX_HUMAN | ProteinId: A8MT70
NodeType: Protein | FullName: Zinc finger and BTB domain-containing protein 16 | EntryName: ZBT16_HUMAN | ProteinId: Q05516
NodeType: Protein | FullName: Zinc finger BED domain-containing protein 4 | EntryName: ZBED4_HUMAN | ProteinId: O75132
NodeType: Protein | FullName: Zinc finger and BTB domain-containing protein 43 | EntryName: ZBT43_HUMAN | ProteinId: O43298
NodeType: Protein | FullName: Zinc finger and BTB domain-containing protein 6 | EntryName: ZBTB6_HUMAN | ProteinId: Q15916
NodeType: Protein | FullName: Zinc finger and BTB domain-containing protein 8A | EntryName: ZBT8A_HUMAN | ProteinId: Q96BR9
NodeType: Protein | FullName: Zinc finger and BTB domain-containing protein 44 | EntryName: ZBT44_HUMAN | ProteinId: Q8NCP5
NodeType: Protein | FullName: Zinc finger BED domain-containing protein 5 | EntryName: ZBED5_HUMAN | ProteinId: Q49AG3
NodeType: Protein | FullName: Zinc finger and BTB domain-containing protein 25 | EntryName: ZBT25_HUMAN | ProteinId: P24278
NodeType: Protein | FullName: Zinc finger and BTB domain-containing protein 9 | EntryName: ZBTB9_HUMAN | ProteinId: Q96C00
NodeType: Protein | FullName: Zinc finger and BTB domain-containing protein 17 | EntryName: ZBT17_HUMAN | ProteinId: Q13105
NodeType: Protein | FullName: Zinc finger BED domain-containing protein 6 | EntryName: ZBED6_HUMAN | ProteinId: P86452
NodeType: Protein | FullName: Zinc finger and BTB domain-containing protein 26 | EntryName: ZBT26_HUMAN | ProteinId: Q9HCK0
NodeType: Protein | FullName: Zinc finger C2HC domain-containing protein 1A | EntryName: ZC21A_HUMAN | ProteinId: Q96GY0
NodeType: Protein | FullName: Zinc finger and BTB domain-containing protein 8B | EntryName: ZBT8B_HUMAN | ProteinId: Q8NAP8
NodeType: Protein | FullName: Zinc finger C4H2 domain-containing protein | EntryName: ZC4H2_HUMAN | ProteinId: Q9NQZ6
NodeType: Protein | FullName: Zinc finger and BTB domain-containing protein 45 | EntryName: ZBT45_HUMAN | ProteinId: Q96K62
NodeType: Protein | FullName: Zinc finger and BTB domain-containing protein 32 | EntryName: ZBT32_HUMAN | ProteinId: Q9Y2Y4
NodeType: Protein | FullName: Zinc finger C3H1 domain-containing protein | EntryName: ZC3H1_HUMAN | ProteinId: O60293
NodeType: Protein | FullName: Zinc finger CCCH domain-containing protein 11A | EntryName: ZC11A_HUMAN | ProteinId: O75152
NodeType: Protein | FullName: Zinc finger CCCH domain-containing protein 14 | EntryName: ZC3HE_HUMAN | ProteinId: Q6PJT7
NodeType: Protein | FullName: Zinc finger and BTB domain-containing protein 1 | EntryName: ZBTB1_HUMAN | ProteinId: Q9Y2K1
NodeType: Protein | FullName: Zinc finger C2HC domain-containing protein 1B | EntryName: ZC21B_HUMAN | ProteinId: Q5TFG8
NodeType: Protein | FullName: Zinc finger CCCH domain-containing protein 3 | EntryName: ZC3H3_HUMAN | ProteinId: Q8IXZ2
NodeType: Protein | FullName: Zinc finger and BTB domain-containing protein 46 | EntryName: ZBT46_HUMAN | ProteinId: Q86UZ6
NodeType: Protein | FullName: Zinc finger CCHC domain-containing protein 17 | EntryName: ZCC17_HUMAN | ProteinId: Q9NP64
NodeType: Protein | FullName: Zinc finger CCCH domain-containing protein 11B | EntryName: ZC11B_HUMAN | ProteinId: A0A1B0GTU1
NodeType: Protein | FullName: Zinc finger CCCH domain-containing protein 11C | EntryName: ZC11C_HUMAN | ProteinId: P0DQW0
NodeType: Protein | FullName: Zinc finger C2HC domain-containing protein 1C | EntryName: ZC21C_HUMAN | ProteinId: Q53FD0
NodeType: Protein | FullName: Zinc finger and BTB domain-containing protein 18 | EntryName: ZBT18_HUMAN | ProteinId: Q99592
NodeType: Protein | FullName: Zinc finger and BTB domain-containing protein 34 | EntryName: ZBT34_HUMAN | ProteinId: Q8NCN2
NodeType: Protein | FullName: Zinc finger CCCH domain-containing protein 4 | EntryName: ZC3H4_HUMAN | ProteinId: Q9UPT8
NodeType: Protein | FullName: Zinc finger and BTB domain-containing protein 47 | EntryName: ZBT47_HUMAN | ProteinId: Q9UFB7
NodeType: Protein | FullName: Zinc finger and BTB domain-containing protein 37 | EntryName: ZBT37_HUMAN | ProteinId: Q5TC79
NodeType: Protein | FullName: Z-DNA-binding protein 1 | EntryName: ZBP1_HUMAN | ProteinId: Q9H171
NodeType: Protein | FullName: Zinc finger CCHC domain-containing protein 18 | EntryName: ZCC18_HUMAN | ProteinId: P0CG32
NodeType: Protein | FullName: Zinc finger and BTB domain-containing protein 2 | EntryName: ZBTB2_HUMAN | ProteinId: Q8N680
NodeType: Protein | FullName: Zinc finger and BTB domain-containing protein 49 | EntryName: ZBT49_HUMAN | ProteinId: Q6ZSB9
NodeType: Protein | FullName: Zinc finger CCCH domain-containing protein 6 | EntryName: ZC3H6_HUMAN | ProteinId: P61129
NodeType: Protein | FullName: Zinc finger and BTB domain-containing protein 3 | EntryName: ZBTB3_HUMAN | ProteinId: Q9H5J0
NodeType: Protein | FullName: Zinc finger and BTB domain-containing protein 38 | EntryName: ZBT38_HUMAN | ProteinId: Q8NAP3
NodeType: Protein | FullName: Endoribonuclease ZC3H12A | EntryName: ZC12A_HUMAN | ProteinId: Q5D1E8
NodeType: Protein | FullName: Zinc finger CCCH-type antiviral protein 1-like | EntryName: ZCCHL_HUMAN | ProteinId: Q96H79
NodeType: Protein | FullName: Zinc finger CCCH domain-containing protein 15 | EntryName: ZC3HF_HUMAN | ProteinId: Q8WU90
NodeType: Protein | FullName: Zinc finger and BTB domain-containing protein 20 | EntryName: ZBT20_HUMAN | ProteinId: Q9HC78
NodeType: Protein | FullName: Zinc finger CCCH domain-containing protein 8 | EntryName: ZC3H8_HUMAN | ProteinId: Q8N5P1
NodeType: Protein | FullName: Zinc finger and BTB domain-containing protein 39 | EntryName: ZBT39_HUMAN | ProteinId: O15060
NodeType: Protein | FullName: Zinc finger C3HC-type protein 1 | EntryName: ZC3C1_HUMAN | ProteinId: Q86WB0
NodeType: Protein | FullName: Zinc finger and BTB domain-containing protein 7A | EntryName: ZBT7A_HUMAN | ProteinId: O95365
NodeType: Protein | FullName: Zinc finger and BTB domain-containing protein 40 | EntryName: ZBT40_HUMAN | ProteinId: Q9NUA8
NodeType: Protein | FullName: Zinc finger and BTB domain-containing protein 4 | EntryName: ZBTB4_HUMAN | ProteinId: Q9P1Z0
NodeType: Protein | FullName: Zinc finger CCCH-type antiviral protein 1 | EntryName: ZCCHV_HUMAN | ProteinId: Q7Z2W4
NodeType: Protein | FullName: Zinc finger CCCH domain-containing protein 10 | EntryName: ZC3HA_HUMAN | ProteinId: Q96K80
NodeType: Protein | FullName: Zinc finger and BTB domain-containing protein 41 | EntryName: ZBT41_HUMAN | ProteinId: Q5SVQ8
NodeType: Protein | FullName: Zinc finger CCHC domain-containing protein 13 | EntryName: ZCH13_HUMAN | ProteinId: Q8WW36
NodeType: Protein | FullName: Zinc finger and BTB domain-containing protein 10 | EntryName: ZBT10_HUMAN | ProteinId: Q96DT7
NodeType: Protein | FullName: Probable ribonuclease ZC3H12B | EntryName: ZC12B_HUMAN | ProteinId: Q5HYM0
NodeType: Protein | FullName: Zinc finger and BTB domain-containing protein 21 | EntryName: ZBT21_HUMAN | ProteinId: Q9ULJ3
NodeType: Protein | FullName: Zinc finger CCHC domain-containing protein 14 | EntryName: ZCH14_HUMAN | ProteinId: Q8WYQ9
NodeType: Protein | FullName: Probable ribonuclease ZC3H12C | EntryName: ZC12C_HUMAN | ProteinId: Q9C0D7
NodeType: Protein | FullName: Zinc finger and BTB domain-containing protein 42 | EntryName: ZBT42_HUMAN | ProteinId: B2RXF5
NodeType: Protein | FullName: Zinc finger and BTB domain-containing protein 7B | EntryName: ZBT7B_HUMAN | ProteinId: O15156
NodeType: Protein | FullName: Zinc finger and BTB domain-containing protein 22 | EntryName: ZBT22_HUMAN | ProteinId: O15209
NodeType: Protein | FullName: Zinc finger and BTB domain-containing protein 11 | EntryName: ZBT11_HUMAN | ProteinId: O95625
NodeType: Protein | FullName: Zinc finger CW-type PWWP domain protein 2 | EntryName: ZCPW2_HUMAN | ProteinId: Q504Y3
NodeType: Protein | FullName: Zinc finger and BTB domain-containing protein 5 | EntryName: ZBTB5_HUMAN | ProteinId: O15062
NodeType: Protein | FullName: Zinc finger CCHC domain-containing protein 7 | EntryName: ZCHC7_HUMAN | ProteinId: Q8N3Z6
NodeType: Protein | FullName: Zinc finger CCHC domain-containing protein 10 | EntryName: ZCH10_HUMAN | ProteinId: Q8TBK6
NodeType: Protein | FullName: Probable ribonuclease ZC3H12D | EntryName: ZC12D_HUMAN | ProteinId: A2A288
NodeType: Protein | FullName: Zinc finger CCHC domain-containing protein 12 | EntryName: ZCH12_HUMAN | ProteinId: Q6PEW1
NodeType: Protein | FullName: Zinc finger CCHC-type and RNA-binding motif-containing protein 1 | EntryName: ZCRB1_HUMAN | ProteinId: Q8TBF4
NodeType: Protein | FullName: Zinc finger and BTB domain-containing protein 12 | EntryName: ZBT12_HUMAN | ProteinId: Q9Y330
NodeType: Protein | FullName: Zinc finger CCCH domain-containing protein 13 | EntryName: ZC3HD_HUMAN | ProteinId: Q5T200
NodeType: Protein | FullName: Palmitoyltransferase ZDHHC15 | EntryName: ZDH15_HUMAN | ProteinId: Q96MV8
NodeType: Protein | FullName: Palmitoyltransferase ZDHHC22 | EntryName: ZDH22_HUMAN | ProteinId: Q8N966
NodeType: Protein | FullName: Palmitoyltransferase ZDHHC11 | EntryName: ZDH11_HUMAN | ProteinId: Q9H8X9
NodeType: Protein | FullName: Zinc finger CCCH domain-containing protein 18 | EntryName: ZCH18_HUMAN | ProteinId: Q86VM9
NodeType: Protein | FullName: Palmitoyltransferase ZDHHC2 | EntryName: ZDHC2_HUMAN | ProteinId: Q9UIJ5
NodeType: Protein | FullName: Palmitoyltransferase ZDHHC20 | EntryName: ZDH20_HUMAN | ProteinId: Q5W0Z9
NodeType: Protein | FullName: Zinc finger CCHC domain-containing protein 8 | EntryName: ZCHC8_HUMAN | ProteinId: Q6NZY4
NodeType: Protein | FullName: Palmitoyltransferase ZDHHC23 | EntryName: ZDH23_HUMAN | ProteinId: Q8IYP9
NodeType: Protein | FullName: Palmitoyltransferase ZDHHC5 | EntryName: ZDHC5_HUMAN | ProteinId: Q9C0B5
NodeType: Protein | FullName: Palmitoyltransferase ZDHHC12 | EntryName: ZDH12_HUMAN | ProteinId: Q96GR4
NodeType: Protein | FullName: Palmitoyltransferase ZDHHC16 | EntryName: ZDH16_HUMAN | ProteinId: Q969W1
NodeType: Protein | FullName: Zinc finger CCHC domain-containing protein 24 | EntryName: ZCH24_HUMAN | ProteinId: Q8N2G6
NodeType: Protein | FullName: Zinc finger CCHC domain-containing protein 9 | EntryName: ZCHC9_HUMAN | ProteinId: Q8N567
NodeType: Protein | FullName: Palmitoyltransferase ZDHHC8 | EntryName: ZDHC8_HUMAN | ProteinId: Q9ULC8
NodeType: Protein | FullName: DBF4-type zinc finger-containing protein 2 | EntryName: ZDBF2_HUMAN | ProteinId: Q9HCK1
NodeType: Protein | FullName: Probable palmitoyltransferase ZDHHC24 | EntryName: ZDH24_HUMAN | ProteinId: Q6UX98
NodeType: Protein | FullName: Palmitoyltransferase ZDHHC3 | EntryName: ZDHC3_HUMAN | ProteinId: Q9NYG2
NodeType: Protein | FullName: Palmitoyltransferase ZDHHC21 | EntryName: ZDH21_HUMAN | ProteinId: Q8IVQ6
NodeType: Protein | FullName: Zinc finger CCHC domain-containing protein 2 | EntryName: ZCHC2_HUMAN | ProteinId: Q9C0B9
NodeType: Protein | FullName: Zinc finger CW-type PWWP domain protein 1 | EntryName: ZCPW1_HUMAN | ProteinId: Q9H0M4
NodeType: Protein | FullName: Palmitoyltransferase ZDHHC13 | EntryName: ZDH13_HUMAN | ProteinId: Q8IUH4
NodeType: Protein | FullName: Zinc finger CCHC domain-containing protein 3 | EntryName: ZCHC3_HUMAN | ProteinId: Q9NUD5
NodeType: Protein | FullName: Palmitoyltransferase ZDHHC17 | EntryName: ZDH17_HUMAN | ProteinId: Q8IUH5
NodeType: Protein | FullName: Palmitoyltransferase ZDHHC1 | EntryName: ZDHC1_HUMAN | ProteinId: Q8WTX9
NodeType: Protein | FullName: Palmitoyltransferase ZDHHC9 | EntryName: ZDHC9_HUMAN | ProteinId: Q9Y397
NodeType: Protein | FullName: Palmitoyltransferase ZDHHC6 | EntryName: ZDHC6_HUMAN | ProteinId: Q9H6R6
NodeType: Protein | FullName: rRNA N6-adenosine-methyltransferase ZCCHC4 | EntryName: ZCHC4_HUMAN | ProteinId: Q9H5U6
NodeType: Protein | FullName: Palmitoyltransferase ZDHHC14 | EntryName: ZDH14_HUMAN | ProteinId: Q8IZN3
NodeType: Protein | FullName: Palmitoyltransferase ZDHHC4 | EntryName: ZDHC4_HUMAN | ProteinId: Q9NPG8
NodeType: Protein | FullName: AN1-type zinc finger protein 3 | EntryName: ZFAN3_HUMAN | ProteinId: Q9H8U3
NodeType: Protein | FullName: Zinc finger E-box-binding homeobox 2 | EntryName: ZEB2_HUMAN | ProteinId: O60315
NodeType: Protein | FullName: Palmitoyltransferase ZDHHC18 | EntryName: ZDH18_HUMAN | ProteinId: Q9NUE0
NodeType: Protein | FullName: Zinc finger homeobox protein 2 | EntryName: ZFHX2_HUMAN | ProteinId: Q9C0A1
NodeType: Protein | FullName: Palmitoyltransferase ZDHHC7 | EntryName: ZDHC7_HUMAN | ProteinId: Q9NXF8
NodeType: Protein | FullName: AN1-type zinc finger protein 4 | EntryName: ZFAN4_HUMAN | ProteinId: Q86XD8
NodeType: Protein | FullName: Zinc finger protein 14 homolog | EntryName: ZFP14_HUMAN | ProteinId: Q9HCL3
NodeType: Protein | FullName: Zinc finger E-box-binding homeobox 1 | EntryName: ZEB1_HUMAN | ProteinId: P37275
NodeType: Protein | FullName: AN1-type zinc finger protein 5 | EntryName: ZFAN5_HUMAN | ProteinId: O76080
NodeType: Protein | FullName: Zinc finger protein 92 homolog | EntryName: ZFP92_HUMAN | ProteinId: A6NM28
NodeType: Protein | FullName: Protein zer-1 homolog | EntryName: ZER1_HUMAN | ProteinId: Q7Z7L7
NodeType: Protein | FullName: Palmitoyltransferase ZDHHC19 | EntryName: ZDH19_HUMAN | ProteinId: Q8WVZ1
NodeType: Protein | FullName: Zinc finger homeobox protein 3 | EntryName: ZFHX3_HUMAN | ProteinId: Q15911
NodeType: Protein | FullName: Zinc finger protein 62 homolog | EntryName: ZFP62_HUMAN | ProteinId: Q8NB50
NodeType: Protein | FullName: AN1-type zinc finger protein 6 | EntryName: ZFAN6_HUMAN | ProteinId: Q6FIF0
NodeType: Protein | FullName: Zinc finger protein 1 homolog | EntryName: ZFP1_HUMAN | ProteinId: Q6P2D0
NodeType: Protein | FullName: Zinc finger RNA-binding protein 2 | EntryName: ZFR2_HUMAN | ProteinId: Q9UPR6
